Type , Left     , Old Mid      , Right        , New Mid    , Frequency
DEL  , '.'      , 'import'     , NAME         ,            , 1        
SUB  , NEWLINE  , 'with'       , '='          , NAME       , 1        
SUB  , '='      , 'with'       , '('          , NAME       , 1        
SUB  , '('      , 'with'       , ')'          , NAME       , 1        
SUB  , STRING   , NUMBER       , UNKNOWN_CHAR , ':'        , 1        
SUB  , ':'      , UNKNOWN_CHAR , '，'          , STRING     , 1        
SUB  , NEWLINE  , 'import'     , '.'          , 'from'     , 1        
DEL  , ']'      , ')'          , ']'          ,            , 1        
INS  , '...'    ,              , NAME         , NEWLINE    , 1        
SUB  , '('      , '...'        , END          , ')'        , 1        
SUB  , 'None'   , 'and'        , END          , ':'        , 1        
DEL  , '&'      , '&'          , NUMBER       ,            , 1        
SUB  , ')'      , 'for'        , NAME         , 'in'       , 1        
INS  , NEWLINE  ,              , NAME         , 'del'      , 1        
DEL  , NEWLINE  , 99           , END          ,            , 1        
SUB  , STRING   , NAME         , NAME         , STRING     , 1        
SUB  , 99       , NAME         , STRING       , 'return'   , 1        
DEL  , '['      , NUMBER       , ']'          ,            , 1        
DEL  , '['      , ']'          , '.'          ,            , 1        
DEL  , '['      , '.'          , NAME         ,            , 1        
INS  , STRING   ,              , NAME         , '}'        , 1        
SUB  , NAME     , NEWLINE      , '['          , ')'        , 1        
SUB  , '='      , UNKNOWN_CHAR , UNKNOWN_CHAR , 'None'     , 1        
DEL  , START    , NUMBER       , STRING       ,            , 1        
SUB  , '='      , 'lambda'     , '，'          , NAME       , 1        
SUB  , ']'      , '['          , 'for'        , ']'        , 1        
DEL  , NAME     , NEWLINE      , '>>'         ,            , 1        
DEL  , NAME     , '>>'         , '>'          ,            , 1        
SUB  , NAME     , '='          , NUMBER       , '>='       , 1        
DEL  , 'break'  , NAME         , NEWLINE      ,            , 1        
DEL  , NAME     , '='          , STRING       ,            , 1        
SUB  , NAME     , '，'          , NAME         , '('        , 1        
INS  , 99       ,              , END          , 'except'   , 1        
INS  , 'except' ,              , END          , ':'        , 1        
SUB  , '('      , STRING       , ')'          , NAME       , 1        
DEL  , ']'      , ']'          , '['          ,            , 1        
SUB  , NAME     , 'in'         , 'not'        , 'is'       , 1        
SUB  , '.'      , 'import'     , '='          , NAME       , 1        
DEL  , START    , '@'          , NAME         ,            , 1        
SUB  , '...'    , NAME         , '...'        , '='        , 1        
DEL  , NUMBER   , '-'          , ')'          ,            , 1        
SUB  , ')'      , 'is'         , NAME         , 'if'       , 1        
SUB  , NAME     , ')'          , '['          , ']'        , 1        
DEL  , ')'      , '}'          , '}'          ,            , 1        
DEL  , '，'      , ']'          , ']'          ,            , 1        
DEL  , '，'      , ']'          , NEWLINE      ,            , 1        
DEL  , START    , 'while'      , NAME         ,            , 1        
SUB  , NAME     , ';'          , NAME         , '-'        , 1        
SUB  , '，'      , 'pass'       , ':'          , STRING     , 1        
SUB  , ')'      , '}'          , END          , ']'        , 1        
DEL  , '.'      , ')'          , NAME         ,            , 1        
SUB  , START    , 'elif'       , '('          , 'if'       , 1        
INS  , '+='     ,              , NEWLINE      , NUMBER     , 1        
SUB  , '='      , 'return'     , '.'          , NAME       , 1        
INS  , NEWLINE  ,              , NUMBER       , '('        , 1        
INS  , STRING   ,              , NAME         , 'if'       , 1        
INS  , ']'      ,              , STRING       , '+'        , 1        
SUB  , NAME     , 'else'       , NAME         , 'in'       , 1        
INS  , ':'      ,              , NEWLINE      , 'None'     , 1        
SUB  , NAME     , NEWLINE      , END          , ')'        , 1        
DEL  , ')'      , '//'         , END          ,            , 1        
SUB  , 'for'    , 'for'        , 'in'         , NAME       , 1        
INS  , ')'      ,              , 'if'         , ')'        , 1        
DEL  , NAME     , NAME         , '+='         ,            , 1        
DEL  , NUMBER   , '='          , '>'          ,            , 1        
SUB  , 98       , 'def'        , '...'        , NAME       , 1        
SUB  , NAME     , '...'        , NEWLINE      , '='        , 1        
DEL  , ']'      , NAME         , '['          ,            , 1        
DEL  , '('      , 'if'         , NAME         ,            , 1        
DEL  , NUMBER   , ':'          , 'for'        ,            , 1        
SUB  , ':'      , 'None'       , '，'          , NAME       , 1        
DEL  , NAME     , '，'          , 'None'       ,            , 1        
DEL  , NAME     , 'None'       , END          ,            , 1        
DEL  , STRING   , ']'          , 'in'         ,            , 1        
DEL  , NUMBER   , ']'          , 'for'        ,            , 1        
SUB  , '.'      , '('          , STRING       , NAME       , 1        
SUB  , '，'      , '('          , END          , NAME       , 1        
INS  , NAME     ,              , END          , '，'        , 1        
INS  , '...'    ,              , NEWLINE      , '('        , 1        
INS  , STRING   ,              , 'return'     , NEWLINE    , 1        
SUB  , 'return' , UNKNOWN_CHAR , NAME         , STRING     , 1        
DEL  , STRING   , UNKNOWN_CHAR , 'not'        ,            , 1        
SUB  , 'while'  , 'del'        , UNKNOWN_CHAR , NAME       , 1        
SUB  , NAME     , UNKNOWN_CHAR , '+'          , '!='       , 1        
DEL  , ')'      , '-'          , '->'         ,            , 1        
DEL  , ')'      , '->'         , END          ,            , 1        
SUB  , '('      , UNKNOWN_CHAR , '%'          , STRING     , 1        
DEL  , ':'      , NEWLINE      , NUMBER       ,            , 1        
DEL  , '...'    , NUMBER       , ':'          ,            , 1        
INS  , 'True'   ,              , STRING       , 'else'     , 1        
DEL  , STRING   , 'if'         , 'False'      ,            , 1        
DEL  , STRING   , 'False'      , END          ,            , 1        
SUB  , STRING   , ';'          , 'if'         , NEWLINE    , 1        
SUB  , ')'      , '='          , NUMBER       , '<'        , 1        
DEL  , NAME     , '...'        , '|'          ,            , 1        
SUB  , NAME     , '='          , '{'          , ':'        , 1        
SUB  , STRING   , '}'          , '，'          , ')'        , 1        
SUB  , STRING   , '='          , 'True'       , ':'        , 1        
SUB  , NAME     , ';'          , NAME         , ')'        , 1        
SUB  , NAME     , ';'          , END          , ')'        , 1        
SUB  , NEWLINE  , NAME         , STRING       , 'return'   , 1        
INS  , '{'      ,              , STRING       , '{'        , 1        
SUB  , STRING   , ';'          , NUMBER       , ':'        , 1        
SUB  , NAME     , NAME         , NUMBER       , '='        , 1        
DEL  , NUMBER   , NAME         , NAME         ,            , 1        
SUB  , ':'      , 'in'         , '('          , NAME       , 1        
INS  , '+'      ,              , NEWLINE      , NAME       , 1        
SUB  , NAME     , '}'          , END          , ']'        , 1        
SUB  , NAME     , '{'          , '}'          , '('        , 1        
SUB  , '('      , '}'          , END          , ')'        , 1        
DEL  , NAME     , NEWLINE      , 'else'       ,            , 1        
SUB  , 'or'     , UNKNOWN_CHAR , NAME         , STRING     , 1        
INS  , NUMBER   ,              , '('          , ']'        , 1        
SUB  , '('      , 'class'      , '.'          , NAME       , 1        
SUB  , 'for'    , 'class'      , 'in'         , NAME       , 1        
DEL  , 98       , 'import'     , NAME         ,            , 1        
DEL  , NAME     , '&'          , '>>'         ,            , 1        
INS  , STRING   ,              , 'for'        , 'else'     , 1        
DEL  , STRING   , '，'          , '@'          ,            , 1        
DEL  , '，'      , '@'          , NAME         ,            , 1        
SUB  , NAME     , 'from'       , NAME         , 'for'      , 1        
DEL  , ']'      , NAME         , '...'        ,            , 1        
DEL  , NUMBER   , ']'          , END          ,            , 1        
INS  , 'else'   ,              , NAME         , '('        , 1        
SUB  , NAME     , ':'          , NUMBER       , '，'        , 1        
INS  , NUMBER   ,              , 'for'        , ')'        , 1        
SUB  , '，'      , '<'          , NAME         , STRING     , 1        
SUB  , NAME     , NAME         , 'in'         , 'not'      , 1        
INS  , STRING   ,              , '='          , ']'        , 1        
SUB  , NAME     , 'as'         , '*'          , 'import'   , 1        
SUB  , ')'      , ':'          , END          , '('        , 1        
INS  , '('      ,              , END          , STRING     , 1        
DEL  , '}'      , ')'          , '，'          ,            , 1        
SUB  , NAME     , ']'          , NAME         , ')'        , 1        
INS  , START    ,              , 'in'         , NAME       , 1        
SUB  , START    , '>>'         , '>'          , 'while'    , 1        
SUB  , 'while'  , '>'          , NAME         , NUMBER     , 1        
INS  , NUMBER   ,              , NAME         , ':'        , 1        
SUB  , '.'      , '.'          , NEWLINE      , NAME       , 1        
DEL  , '，'      , 'class'      , '='          ,            , 1        
SUB  , '+'      , '+'          , END          , NUMBER     , 1        
INS  , STRING   ,              , 'not'        , STRING     , 1        
INS  , ')'      ,              , 'in'         , 'for'      , 1        
DEL  , NEWLINE  , '//'         , 'or'         ,            , 1        
SUB  , 'def'    , '<'          , 'lambda'     , NAME       , 1        
DEL  , NAME     , 'lambda'     , '>'          ,            , 1        
DEL  , NAME     , '>'          , '('          ,            , 1        
SUB  , NAME     , STRING       , '.'          , '='        , 1        
INS  , '='      ,              , '.'          , NAME       , 1        
