Type , Left         , Old Mid    , Right      , New Mid      , Frequency
DEL  , ')'          , NEWLINE    , 'return'   ,              , 13       
INS  , NAME         ,            , NAME       , NUMBER       , 13       
DEL  , '['          , '('        , NAME       ,              , 13       
DEL  , '='          , '('        , '('        ,              , 13       
SUB  , ']'          , '=='       , NAME       , '='          , 13       
INS  , ','          ,            , NUMBER     , NAME         , 12       
INS  , NEWLINE      ,            , NEWLINE    , UNKNOWN_CHAR , 12       
DEL  , 'in'         , '('        , NAME       ,              , 12       
SUB  , NEWLINE      , 98         , 'for'      , 99           , 12       
INS  , ')'          ,            , NEWLINE    , '.'          , 12       
INS  , ','          ,            , NAME       , '**'         , 12       
DEL  , NEWLINE      , 98         , 'return'   ,              , 12       
INS  , '='          ,            , NUMBER     , NUMBER       , 12       
SUB  , '('          , 'lambda'   , NAME       , NAME         , 12       
INS  , ')'          ,            , EOS        , '*'          , 12       
DEL  , NAME         , '+'        , STRING     ,              , 12       
INS  , NAME         ,            , '%'        , STRING       , 12       
INS  , ']'          ,            , 'for'      , ')'          , 12       
SUB  , NEWLINE      , 98         , NAME       , '...'        , 12       
INS  , NAME         ,            , NAME       , 'for'        , 12       
INS  , 'if'         ,            , NAME       , UNKNOWN_CHAR , 12       
INS  , '**'         ,            , NAME       , NAME         , 12       
INS  , NEWLINE      ,            , 'return'   , 99           , 12       
INS  , 99           ,            , 99         , 99           , 12       
DEL  , 'def'        , NAME       , '('        ,              , 12       
INS  , NEWLINE      ,            , ']'        , 99           , 12       
INS  , '-'          ,            , NAME       , '->'         , 12       
SUB  , NAME         , ','        , STRING     , STRING       , 12       
DEL  , ':'          , 98         , '('        ,              , 12       
INS  , BOS          ,            , NAME       , '//'         , 12       
INS  , ')'          ,            , '='        , NEWLINE      , 12       
SUB  , NAME         , 'for'      , NAME       , 'if'         , 12       
INS  , ']'          ,            , EOS        , NAME         , 12       
SUB  , '='          , '{'        , STRING     , '['          , 12       
SUB  , '('          , ')'        , ')'        , NAME         , 12       
INS  , NUMBER       ,            , NAME       , NAME         , 12       
DEL  , BOS          , '['        , NAME       ,              , 12       
DEL  , ','          , ':'        , STRING     ,              , 12       
INS  , ')'          ,            , ')'        , ']'          , 12       
DEL  , ')'          , ','        , STRING     ,              , 12       
DEL  , '.'          , '('        , NAME       ,              , 12       
INS  , 'if'         ,            , NAME       , '('          , 12       
INS  , '}'          ,            , EOS        , NEWLINE      , 11       
INS  , NEWLINE      ,            , NAME       , UNKNOWN_CHAR , 11       
INS  , NUMBER       ,            , STRING     , NAME         , 11       
DEL  , 'for'        , 'in'       , NAME       ,              , 11       
INS  , NAME         ,            , NAME       , NEWLINE      , 11       
INS  , ')'          ,            , '->'       , '-'          , 11       
INS  , '-'          ,            , '->'       , '&'          , 11       
INS  , '&'          ,            , '->'       , NAME         , 11       
INS  , NAME         ,            , NEWLINE    , '...'        , 11       
SUB  , 98           , NAME       , NEWLINE    , 'raise'      , 11       
DEL  , STRING       , ':'        , '{'        ,              , 11       
SUB  , NEWLINE      , ']'        , EOS        , 99           , 11       
SUB  , ':'          , STRING     , STRING     , NEWLINE      , 11       
DEL  , '='          , NAME       , '('        ,              , 11       
DEL  , ':'          , ']'        , NEWLINE    ,              , 11       
INS  , 98           ,            , NAME       , UNKNOWN_CHAR , 11       
INS  , ':'          ,            , NEWLINE    , UNKNOWN_CHAR , 11       
INS  , NAME         ,            , NAME       , 'from'       , 11       
INS  , ']'          ,            , EOS        , NEWLINE      , 11       
SUB  , BOS          , NAME       , '='        , 'in'         , 11       
INS  , BOS          ,            , NAME       , 'def'        , 11       
DEL  , '('          , ')'        , EOS        ,              , 11       
INS  , '>>'         ,            , STRING     , '>'          , 11       
INS  , UNKNOWN_CHAR ,            , NAME       , '%'          , 11       
INS  , BOS          ,            , '['        , NAME         , 11       
DEL  , STRING       , '}'        , ')'        ,              , 11       
INS  , BOS          ,            , NAME       , 'if'         , 11       
SUB  , NAME         , 'if'       , NAME       , NAME         , 11       
DEL  , NAME         , ']'        , EOS        ,              , 11       
DEL  , '.'          , 'import'   , NAME       ,              , 11       
INS  , BOS          ,            , '{'        , NAME         , 10       
INS  , BOS          ,            , 'def'      , NAME         , 10       
INS  , UNKNOWN_CHAR ,            , NAME       , UNKNOWN_CHAR , 10       
INS  , NEWLINE      ,            , 'class'    , 99           , 10       
SUB  , STRING       , STRING     , STRING     , NUMBER       , 10       
DEL  , ':'          , STRING     , NEWLINE    ,              , 10       
INS  , BOS          ,            , NEWLINE    , NEWLINE      , 10       
INS  , NEWLINE      ,            , STRING     , 98           , 10       
INS  , NUMBER       ,            , NUMBER     , ':'          , 10       
INS  , ':'          ,            , NUMBER     , NUMBER       , 10       
INS  , ':'          ,            , 'import'   , NEWLINE      , 10       
DEL  , STRING       , ':'        , STRING     ,              , 10       
DEL  , STRING       , ']'        , EOS        ,              , 10       
INS  , 98           ,            , NEWLINE    , '^'          , 10       
DEL  , ':'          , 'pass'     , EOS        ,              , 10       
INS  , NUMBER       ,            , ','        , ','          , 10       
INS  , NAME         ,            , EOS        , '...'        , 10       
DEL  , NAME         , NEWLINE    , 99         ,              , 10       
INS  , NAME         ,            , ']'        , UNKNOWN_CHAR , 10       
DEL  , NUMBER       , ','        , NAME       ,              , 10       
INS  , NEWLINE      ,            , 'from'     , 99           , 10       
DEL  , ':'          , '('        , NAME       ,              , 10       
INS  , BOS          ,            , '['        , UNKNOWN_CHAR , 10       
DEL  , '='          , '('        , ')'        ,              , 10       
SUB  , NAME         , '('        , ')'        , NAME         , 10       
INS  , STRING       ,            , STRING     , UNKNOWN_CHAR , 10       
INS  , '>>'         ,            , NEWLINE    , '>'          , 10       
DEL  , ')'          , ']'        , ')'        ,              , 10       
INS  , NAME         ,            , NUMBER     , NAME         , 10       
INS  , ','          ,            , STRING     , '**'         , 10       
INS  , NAME         ,            , STRING     , ':'          , 10       
DEL  , ')'          , NEWLINE    , 98         ,              , 10       
SUB  , ')'          , ':'        , NEWLINE    , ';'          , 10       
INS  , NAME         ,            , ')'        , '>'          , 10       
SUB  , NEWLINE      , 'class'    , NAME       , NAME         , 10       
SUB  , NAME         , ','        , NAME       , ':'          , 10       
INS  , NAME         ,            , ','        , ','          , 10       
INS  , '='          ,            , NUMBER     , UNKNOWN_CHAR , 10       
DEL  , NEWLINE      , 99         , 'except'   ,              , 10       
INS  , NAME         ,            , EOS        , '**'         , 10       
INS  , 98           ,            , NAME       , '**'         , 10       
DEL  , '('          , ')'        , NEWLINE    ,              , 10       
DEL  , ')'          , '+'        , STRING     ,              , 10       
INS  , UNKNOWN_CHAR ,            , EOS        , NAME         , 10       
SUB  , BOS          , NAME       , '='        , NEWLINE      , 10       
INS  , NEWLINE      ,            , '.'        , 98           , 10       
INS  , ':'          ,            , NAME       , 'return'     , 10       
DEL  , STRING       , '.'        , NAME       ,              , 10       
INS  , NAME         ,            , ')'        , '*'          , 10       
DEL  , NAME         , '-'        , NAME       ,              , 10       
SUB  , BOS          , 'from'     , '.'        , 'import'     , 10       
DEL  , 99           , NAME       , EOS        ,              , 9        
DEL  , STRING       , '}'        , ','        ,              , 9        
SUB  , NAME         , ','        , NAME       , STRING       , 9        
INS  , NAME         ,            , ')'        , '**'         , 9        
INS  , '...'        ,            , ']'        , '.'          , 9        
SUB  , NEWLINE      , ':'        , NAME       , 98           , 9        
INS  , '>>'         ,            , '{'        , '>'          , 9        
SUB  , 98           , NAME       , NEWLINE    , 'return'     , 9        
SUB  , STRING       , STRING     , ')'        , UNKNOWN_CHAR , 9        
DEL  , NAME         , '['        , STRING     ,              , 9        
INS  , ']'          ,            , NEWLINE    , NEWLINE      , 9        
INS  , STRING       ,            , ']'        , ']'          , 9        
INS  , NAME         ,            , ')'        , '='          , 9        
SUB  , 99           , 'class'    , NAME       , NAME         , 9        
INS  , ','          ,            , ']'        , NEWLINE      , 9        
